kaltmiete_listing,overpriced,floor,furnished,num_photos,total_floors,building_age_years,listing_date,wg_typ,year_built,priority_score,num_rooms,plz,balcony,days_online,living_area_m2,stadtteil,living_area_text,energieausweis,dist_uni_km,contact_type,heating_type,kitchen,dist_uni_min,elevator,clicks_last_week,listing_id,nebenkosten_eur
202 €,False,2. OG,unmöbliert,25,3,62,14.03.2026,gemischt,1964,6,3.0,93053,ja,85,12.9,Kasernenviertel,"12,9 qm",F,10.1,Privat,Gasetagenheizung,Einbauküche,40,ja,172,INS-2026-24045,110
"194,00 EUR",False,4. OG,teilmöbliert,21,7,56,28.02.2026,gemischt,1970,5,3.0,93055,nein,27,17.2,Burgweinting,"17,2 qm",B,8.4,Privat,Gasetagenheizung,Einbauküche,34,nein,107,INS-2026-66376,64
437 €,False,Souterrain,unmöbliert,3,4,96,06.02.2026,Studenten-WG,1930,9,3.0,93053,nein,48,31.1,Galgenberg,31.1 m2,B,9.4,Privat,Fernwärme,Einbauküche,38,nein,256,INS-2026-48173,112
886 warm,True,1. OG,unmöbliert,16,5,123,18.02.2026,Studenten-WG,1903,7,1.0,93051,nein,12,30.2,Kumpfmühl,"30,2 qm",D,2.2,Privat,Öl,Einbauküche,9,nein,76,INS-2026-42010,171
261,True,4. OG,teilmöbliert,8,6,105,14.04.2026,Studenten-WG,1921,7,2.5,93049,nein,76,14.3,Westenviertel,14.3 m2,E,3.8,Privat,Fernwärme,Einbauküche,16,nein,26,INS-2026-95863,92
"250,00 EUR",False,3. OG,unmöbliert,19,1,56,04.02.2026,gemischt,1970,7,3.0,93059,ja,37,18.7,Reinhausen,18.7 m2,D,4.1,Privat,Zentralheizung,Einbauküche,16,ja,16,INS-2026-19288,96
248,True,2. OG,teilmöbliert,15,7,82,08.02.2026,Studenten-WG,1944,3,1.0,93055,ja,73,13.9,Burgweinting,14 m²,A+,11.3,Makler,Zentralheizung,Einbauküche,45,ja,133,INS-2026-63654,49
"398,00 EUR",False,4. OG,unmöbliert,21,4,74,12.05.2026,Studenten-WG,1952,6,2.0,93051,ja,58,27.0,Königswiesen,27 m²,F,8.8,Privat,Zentralheizung,Einbauküche,35,ja,4,INS-2026-72608,144
516 warm,True,Souterrain,teilmöbliert,11,6,11,22.02.2026,gemischt,2015,10,2.0,93055,nein,60,24.5,Ostenviertel,"24,5 qm",D,7.2,Privat,Öl,Einbauküche,29,nein,15,INS-2026-36484,107
364,True,1. OG,möbliert,4,3,85,12.02.2026,gemischt,1941,9,3.0,93051,nein,68,17.1,Kumpfmühl,17 m²,B,2.2,Privat,Gasetagenheizung,Einbauküche,9,nein,48,INS-2026-81323,138
221 €,False,3. OG,unmöbliert,9,2,63,18.01.2026,gemischt,1963,8,2.0,93049,nein,77,15.9,Großprüfening,15.9 m2,C,2.7,Privat,Gasetagenheizung,Pantry,12,ja,27,INS-2026-93217,71
197,False,Souterrain,unmöbliert,19,7,42,12.02.2026,gemischt,1984,10,1.5,93051,ja,7,16.3,Dechbetten,16 m²,E,10.9,Privat,Zentralheizung,Pantry,43,ja,26,INS-2026-10605,102
"353,00 EUR",False,1. OG,unmöbliert,17,5,57,25.03.2026,gemischt,1969,3,3.0,93055,ja,34,22.6,Ostenviertel,"22,6 qm",A,3.5,Genossenschaft,Pellet,Einbauküche,15,ja,167,INS-2026-51961,114
509 warm,True,EG,unmöbliert,21,7,88,07.01.2026,Studenten-WG,1938,4,1.0,93051,ja,42,20.1,Kumpfmühl,20 m²,E,2.8,Genossenschaft,Gasetagenheizung,Einbauküche,11,nein,151,INS-2026-57243,85
276,True,3. OG,möbliert,3,3,90,04.05.2026,Studenten-WG,1936,2,1.5,93049,ja,51,15.2,Großprüfening,15 m²,B,4.3,Makler,Pellet,Einbauküche,17,ja,279,INS-2026-40605,70
"327,00 EUR",True,1. OG,möbliert,25,5,100,02.03.2026,Studenten-WG,1926,5,2.0,93053,nein,68,14.6,Galgenberg,"14,6 qm",H,2.2,Genossenschaft,Nachtspeicher,Einbauküche,9,nein,212,INS-2026-99923,83
284 €,False,EG,unmöbliert,11,7,72,08.05.2026,Frauen-WG,1954,3,2.0,93055,ja,88,20.2,Ostenviertel,20 m²,C,6.1,Genossenschaft,Zentralheizung,keine,24,ja,91,INS-2026-12559,52
kalt 529€,False,1. OG,unmöbliert,23,6,89,05.01.2026,Studenten-WG,1937,10,2.5,93053,ja,22,28.5,Kasernenviertel,28 m²,G,3.9,Makler,Öl,Einbauküche,14,ja,118,INS-2026-71490,99
513 warm,True,3. OG,unmöbliert,4,1,41,23.06.2026,Studenten-WG,1985,6,2.0,93049,nein,46,23.6,Westenviertel,"23,6 qm",D,3.1,Privat,Gasetagenheizung,Einbauküche,13,ja,32,INS-2026-91771,76
Kaltmiete: 522 €,True,1. OG,teilmöbliert,20,5,82,22.05.2026,Männer-WG,1944,2,1.0,93053,nein,43,21.4,Galgenberg,"21,4 qm",E,3.2,Makler,Zentralheizung,Pantry,13,nein,124,INS-2026-47985,81
444 €,True,2. OG,möbliert,5,4,88,26.05.2026,Berufstätigen-WG,1938,5,2.0,93053,nein,86,21.6,Galgenberg,22 m²,D,8.1,Privat,Öl,Pantry,32,nein,17,INS-2026-45473,173
Kaltmiete: 374 €,True,1. OG,teilmöbliert,18,4,19,17.04.2026,gemischt,2007,7,3.0,93051,nein,47,22.5,Königswiesen,"22,5 qm",C,7.4,Privat,Zentralheizung,Einbauküche,30,nein,139,INS-2026-57557,154
510 warm,True,2. OG,unmöbliert,6,3,107,10.05.2026,gemischt,1919,2,1.0,93055,ja,79,22.2,Burgweinting,22 m²,C,3.8,Privat,Öl,Einbauküche,14,nein,115,INS-2026-71595,114
550 €,True,2. OG,unmöbliert,16,1,30,26.02.2026,gemischt,1996,2,1.5,93055,nein,6,30.7,Ostenviertel,30.7 m2,C,3.6,Privat,Gasetagenheizung,Einbauküche,15,ja,243,INS-2026-32413,137
331,False,Souterrain,unmöbliert,6,7,81,29.01.2026,Studenten-WG,1945,2,1.0,93055,nein,3,24.5,Ostenviertel,24.5 m2,D,8.2,Privat,Fernwärme,Einbauküche,33,nein,96,INS-2026-46069,67
493 warm,True,2. OG,unmöbliert,2,2,47,10.02.2026,Frauen-WG,1979,7,2.0,93053,ja,44,16.3,Kasernenviertel,"16,3 qm",C,1.1,Privat,Zentralheizung,Einbauküche,5,nein,172,INS-2026-30604,136
503 warm,False,EG,teilmöbliert,12,7,31,27.02.2026,gemischt,1995,10,3.0,93053,ja,74,17.0,Galgenberg,17.0 m2,H,11.6,Privat,Zentralheizung,Einbauküche,45,ja,70,INS-2026-67667,203
449,True,DG,unmöbliert,16,3,120,27.05.2026,Studenten-WG,1906,1,1.5,93053,ja,28,17.0,Galgenberg,"17,0 qm",A+,2.5,Genossenschaft,Gasetagenheizung,Einbauküche,10,ja,117,INS-2026-34392,110
348 €,False,2. OG,möbliert,4,6,66,09.03.2026,gemischt,1960,2,2.5,93059,nein,33,17.4,Stadtamhof,17 m²,G,5.9,Privat,Öl,Pantry,24,nein,211,INS-2026-14595,135
489 warm,False,3. OG,möbliert,19,1,66,14.01.2026,Studenten-WG,1960,1,3.0,93053,nein,87,23.9,Galgenberg,23.9 m2,H,1.8,Privat,Nachtspeicher,Pantry,7,ja,238,INS-2026-16126,67
234 kalt,False,4. OG,teilmöbliert,10,1,118,20.06.2026,Männer-WG,1908,9,2.0,93049,nein,81,17.2,Großprüfening,17 m²,D,4.5,Privat,Gasetagenheizung,Pantry,18,nein,37,INS-2026-72357,76
432,False,EG,teilmöbliert,9,2,99,23.01.2026,gemischt,1927,10,3.0,93053,nein,38,21.9,Galgenberg,"21,9 qm",F,4.5,Genossenschaft,Fernwärme,Pantry,18,nein,206,INS-2026-41301,162
"580,00 EUR",True,1. OG,teilmöbliert,3,4,24,26.01.2026,gemischt,2002,4,2.0,93047,ja,64,22.6,Innenstadt,23 m²,E,5.3,Genossenschaft,Zentralheizung,Pantry,21,ja,86,INS-2026-65844,164
329 €,True,3. OG,teilmöbliert,19,6,27,06.04.2026,gemischt,1999,8,3.0,93055,nein,16,19.9,Ostenviertel,19.9 m2,D,5.9,Privat,Zentralheizung,Pantry,24,ja,26,INS-2026-80936,128
289 €,True,EG,möbliert,15,2,80,11.02.2026,Studenten-WG,1946,10,2.5,93051,ja,89,20.5,Ziegetsdorf,20.5 m2,F,4.0,Privat,Zentralheizung,keine,16,ja,291,INS-2026-79899,107
Kaltmiete: 179 €,False,2. OG,unmöbliert,15,6,51,02.04.2026,gemischt,1975,8,3.0,93049,ja,50,15.5,Großprüfening,16 m²,C,7.6,Privat,Zentralheizung,Einbauküche,30,ja,281,INS-2026-60566,67
528 €,True,4. OG,unmöbliert,7,6,96,25.02.2026,Berufstätigen-WG,1930,8,1.0,93059,nein,9,18.6,Stadtamhof,18.6 m2,C,4.6,Privat,Fernwärme,Einbauküche,18,ja,63,INS-2026-10649,62
539,False,2. OG,unmöbliert,8,1,45,18.02.2026,Frauen-WG,1981,7,2.0,93053,ja,81,26.7,Galgenberg,26.7 m2,B,4.0,Privat,Fernwärme,Einbauküche,16,nein,242,INS-2026-74722,133
447 €,False,EG,möbliert,2,2,53,24.04.2026,Studenten-WG,1973,4,2.0,93053,nein,12,21.8,Galgenberg,22 m²,E,6.0,Privat,Zentralheizung,Pantry,23,nein,229,INS-2026-41731,164
"368,00 EUR",False,4. OG,teilmöbliert,13,5,120,18.01.2026,gemischt,1906,2,1.0,93059,nein,34,25.7,Reinhausen,25.7 m2,F,5.2,Genossenschaft,Nachtspeicher,keine,21,nein,295,INS-2026-28446,65
830 warm,False,2. OG,teilmöbliert,6,1,74,11.04.2026,Studenten-WG,1952,6,2.0,93047,nein,5,34.7,Innenstadt,35 m²,B,5.5,Privat,Nachtspeicher,Einbauküche,23,nein,168,INS-2026-66479,108
"337,00 EUR",False,DG,möbliert,25,1,59,04.01.2026,Studenten-WG,1967,6,3.0,93047,nein,17,18.7,Innenstadt,18.7 m2,A,10.4,Makler,Gasetagenheizung,Einbauküche,41,nein,249,INS-2026-78647,118
265 €,False,2. OG,unmöbliert,20,6,64,12.04.2026,Studenten-WG,1962,2,2.5,93051,nein,82,20.9,Königswiesen,20.9 m2,C,8.3,Privat,Gasetagenheizung,Einbauküche,33,ja,42,INS-2026-32650,114
224 €,False,1. OG,unmöbliert,6,2,8,21.01.2026,Männer-WG,2018,10,2.0,93051,nein,83,17.0,Ziegetsdorf,17 m²,F,10.5,Genossenschaft,Zentralheizung,Pantry,42,ja,265,INS-2026-99426,112
273 warm,False,1. OG,unmöbliert,6,3,71,27.05.2026,gemischt,1955,1,1.0,93051,nein,5,18.0,Dechbetten,18 m²,A+,2.5,Makler,Nachtspeicher,keine,11,ja,229,INS-2026-76746,53
401 €,True,4. OG,möbliert,18,1,125,29.04.2026,Männer-WG,1901,4,3.0,93051,nein,34,27.1,Ziegetsdorf,"27,1 qm",D,7.1,Privat,Gasetagenheizung,Einbauküche,29,ja,185,INS-2026-17430,92
440 €,True,EG,unmöbliert,3,2,7,29.06.2026,gemischt,2019,1,1.0,93053,ja,52,17.5,Kasernenviertel,"17,5 qm",F,7.2,Privat,Zentralheizung,Einbauküche,28,nein,120,INS-2026-44984,134
558 €,True,4. OG,unmöbliert,9,3,29,17.06.2026,gemischt,1997,9,2.0,93049,ja,84,28.6,Westenviertel,28.6 m2,B,3.1,Privat,Öl,keine,12,ja,89,INS-2026-35455,123
410 warm,True,3. OG,unmöbliert,24,7,47,13.06.2026,gemischt,1979,10,1.0,93049,ja,33,16.7,Westenviertel,17 m²,C,6.6,Privat,Pellet,Pantry,27,ja,229,INS-2026-42039,69
"361,00 EUR",True,EG,möbliert,25,3,4,04.04.2026,gemischt,2022,5,2.0,93049,nein,70,22.4,Großprüfening,22.4 m2,F,10.8,Privat,Zentralheizung,Pantry,44,nein,224,INS-2026-77006,155
452 warm,False,DG,teilmöbliert,21,2,10,25.05.2026,Frauen-WG,2016,3,2.0,93049,ja,48,21.1,Westenviertel,21.1 m2,E,4.6,Privat,Nachtspeicher,Einbauküche,18,nein,216,INS-2026-77753,72
386,False,4. OG,unmöbliert,19,3,78,04.04.2026,gemischt,1948,5,2.5,93047,nein,51,20.8,Innenstadt,20.8 m2,F,1.4,Privat,Fernwärme,Pantry,5,nein,210,INS-2026-48850,146
577,True,1. OG,teilmöbliert,3,6,107,02.01.2026,Studenten-WG,1919,7,1.0,93049,nein,69,24.5,Westenviertel,24 m²,C,2.2,Genossenschaft,Öl,Einbauküche,8,nein,167,INS-2026-56719,98
469 warm,True,2. OG,unmöbliert,11,1,120,24.05.2026,gemischt,1906,7,1.0,93049,nein,77,16.3,Westenviertel,16 m²,E,3.2,Privat,Gasetagenheizung,Einbauküche,14,ja,156,INS-2026-46681,121
350 €,False,3. OG,unmöbliert,10,6,93,02.01.2026,gemischt,1933,9,3.0,93053,ja,12,22.3,Kasernenviertel,22 m²,D,5.6,Makler,Öl,Pantry,22,nein,74,INS-2026-33743,122
369,False,EG,unmöbliert,3,5,49,12.06.2026,Berufstätigen-WG,1977,2,3.0,93051,ja,39,34.3,Ziegetsdorf,"34,3 qm",F,10.9,Privat,Öl,Einbauküche,44,ja,56,INS-2026-67781,106
Kaltmiete: 244 €,True,1. OG,möbliert,23,2,32,14.06.2026,Studenten-WG,1994,1,2.0,93055,nein,25,14.9,Burgweinting,15 m²,C,9.3,Privat,Zentralheizung,Einbauküche,38,nein,62,INS-2026-33820,112
644 warm,True,EG,unmöbliert,19,6,5,05.05.2026,gemischt,2021,8,2.0,93053,ja,65,19.8,Kasernenviertel,19.8 m2,C,10.0,Privat,Zentralheizung,Pantry,39,nein,134,INS-2026-35600,148
"286,00 EUR",True,EG,möbliert,13,6,34,03.05.2026,gemischt,1992,3,2.5,93051,nein,37,15.0,Kumpfmühl,"15,0 qm",D,9.0,Makler,Zentralheizung,Einbauküche,36,ja,127,INS-2026-93425,103
314,False,1. OG,unmöbliert,15,2,87,25.04.2026,Männer-WG,1939,10,3.0,93051,ja,90,22.7,Königswiesen,"22,7 qm",C,3.5,Privat,Nachtspeicher,Pantry,14,ja,239,INS-2026-55443,56
413 warm,False,2. OG,möbliert,21,3,63,08.02.2026,gemischt,1963,9,2.0,93051,nein,22,18.7,Königswiesen,19 m²,G,8.7,Genossenschaft,Gasetagenheizung,Pantry,35,ja,132,INS-2026-26800,133
643 warm,True,EG,teilmöbliert,9,1,56,09.04.2026,Studenten-WG,1970,5,1.0,93053,ja,41,21.5,Kasernenviertel,"21,5 qm",H,4.3,Privat,Zentralheizung,Einbauküche,17,ja,182,INS-2026-33461,197
263,False,EG,teilmöbliert,15,6,105,24.03.2026,Studenten-WG,1921,3,3.0,93047,nein,90,11.6,Innenstadt,12 m²,A+,7.1,Makler,Gasetagenheizung,Pantry,29,nein,158,INS-2026-25323,65
"320,00 EUR",False,1. OG,teilmöbliert,11,6,101,22.05.2026,Studenten-WG,1925,1,3.0,93051,ja,76,17.2,Kumpfmühl,17.2 m2,F,7.7,Privat,Zentralheizung,Pantry,30,nein,188,INS-2026-47651,110
"329,00 EUR",False,Souterrain,teilmöbliert,18,1,58,28.06.2026,Studenten-WG,1968,8,2.0,93059,ja,86,24.9,Reinhausen,25 m²,E,4.2,Makler,Fernwärme,Pantry,17,nein,250,INS-2026-19148,89
300 kalt,False,4. OG,unmöbliert,13,7,81,10.05.2026,gemischt,1945,3,2.0,93049,ja,87,19.8,Westenviertel,19.8 m2,B,3.7,Privat,Öl,keine,16,nein,192,INS-2026-96404,105
520,False,2. OG,unmöbliert,24,6,48,26.03.2026,Studenten-WG,1978,4,2.0,93051,nein,61,30.6,Kumpfmühl,"30,6 qm",A,7.1,Privat,Gasetagenheizung,Pantry,28,ja,27,INS-2026-69396,135
kalt 252€,True,4. OG,teilmöbliert,7,4,70,14.04.2026,Frauen-WG,1956,10,1.5,93049,ja,1,15.5,Großprüfening,15.5 m2,A,2.8,Genossenschaft,Zentralheizung,Pantry,12,ja,294,INS-2026-82834,101
418,True,DG,unmöbliert,4,2,10,05.05.2026,Frauen-WG,2016,10,2.0,93059,ja,48,20.2,Reinhausen,20 m²,C,2.9,Makler,Gasetagenheizung,Einbauküche,11,ja,17,INS-2026-20759,93
543 €,True,2. OG,unmöbliert,15,7,78,15.02.2026,Berufstätigen-WG,1948,3,2.0,93053,ja,81,26.1,Galgenberg,26 m²,D,11.4,Makler,Fernwärme,Pantry,45,ja,141,INS-2026-73778,150
kalt 173€,False,Souterrain,unmöbliert,2,6,71,29.03.2026,Frauen-WG,1955,1,2.0,93049,nein,20,14.1,Großprüfening,"14,1 qm",C,1.7,Privat,Öl,Pantry,7,ja,41,INS-2026-51281,157
378 €,False,4. OG,unmöbliert,16,6,53,19.04.2026,gemischt,1973,1,2.0,93059,nein,53,23.5,Stadtamhof,"23,5 qm",B,7.4,Makler,Zentralheizung,Pantry,30,nein,195,INS-2026-18853,108
218 €,False,3. OG,unmöbliert,5,7,17,28.02.2026,Männer-WG,2009,8,3.0,93051,nein,90,15.2,Königswiesen,"15,2 qm",A,3.6,Privat,Gasetagenheizung,keine,14,ja,113,INS-2026-46155,115
"237,00 EUR",True,2. OG,möbliert,2,1,102,01.04.2026,Studenten-WG,1924,2,2.0,93053,ja,4,11.3,Kasernenviertel,11 m²,H,4.3,Privat,Zentralheizung,keine,17,nein,265,INS-2026-79710,115
302 kalt,True,DG,möbliert,4,5,80,17.05.2026,gemischt,1946,1,1.5,93049,ja,30,17.1,Großprüfening,17.1 m2,D,3.5,Makler,Nachtspeicher,Einbauküche,15,ja,0,INS-2026-19439,86
"431,00 EUR",False,4. OG,teilmöbliert,20,1,92,08.05.2026,gemischt,1934,7,2.0,93047,nein,12,23.1,Innenstadt,23.1 m2,E,5.7,Makler,Nachtspeicher,Pantry,24,nein,62,INS-2026-93577,139
528,False,1. OG,unmöbliert,11,4,80,15.06.2026,Berufstätigen-WG,1946,7,1.5,93053,ja,62,26.6,Galgenberg,"26,6 qm",F,10.2,Privat,Gasetagenheizung,keine,40,ja,38,INS-2026-12988,163
Kaltmiete: 193 €,False,EG,unmöbliert,13,5,48,07.01.2026,Männer-WG,1978,10,2.0,93051,ja,21,14.6,Königswiesen,14.6 m2,E,7.1,Makler,Gasetagenheizung,Einbauküche,29,nein,67,INS-2026-75920,98
352,False,Souterrain,möbliert,3,6,119,13.06.2026,gemischt,1907,10,3.0,93055,ja,53,22.4,Ostenviertel,22 m²,D,6.6,Privat,Öl,keine,26,ja,287,INS-2026-21322,87
520 warm,True,EG,möbliert,14,3,126,08.01.2026,Studenten-WG,1900,10,3.0,93051,ja,88,21.3,Königswiesen,21.3 m2,E,4.7,Privat,Gasetagenheizung,Einbauküche,18,ja,86,INS-2026-95344,118
252,False,2. OG,unmöbliert,11,2,117,01.01.2026,gemischt,1909,8,3.0,93051,nein,81,18.0,Königswiesen,18.0 m2,F,8.8,Privat,Gasetagenheizung,Einbauküche,35,ja,112,INS-2026-62574,145
416 €,False,DG,unmöbliert,2,5,24,23.06.2026,gemischt,2002,10,2.0,93049,ja,84,33.1,Großprüfening,"33,1 qm",A+,7.5,Privat,Gasetagenheizung,Einbauküche,30,nein,131,INS-2026-62159,97
443 warm,False,2. OG,teilmöbliert,5,2,66,29.04.2026,gemischt,1960,2,3.0,93047,nein,25,21.9,Innenstadt,21.9 m2,H,9.6,Privat,Nachtspeicher,Einbauküche,39,ja,271,INS-2026-88297,71
"373,00 EUR",True,4. OG,teilmöbliert,10,2,116,21.04.2026,Studenten-WG,1910,7,2.5,93055,nein,23,25.7,Burgweinting,"25,7 qm",E,4.7,Privat,Zentralheizung,Pantry,19,nein,9,INS-2026-83337,169
445 warm,False,4. OG,teilmöbliert,9,5,87,17.04.2026,Studenten-WG,1939,10,2.0,93051,nein,51,19.0,Königswiesen,19 m²,H,7.0,Privat,Zentralheizung,Einbauküche,27,ja,274,INS-2026-63094,146
558,True,1. OG,möbliert,18,7,114,18.06.2026,Berufstätigen-WG,1912,7,1.5,93055,ja,58,23.9,Ostenviertel,"23,9 qm",F,5.5,Makler,Gasetagenheizung,Einbauküche,22,nein,161,INS-2026-24798,80
"691,00 EUR",True,2. OG,unmöbliert,2,6,99,10.06.2026,Studenten-WG,1927,1,2.0,93047,nein,16,26.2,Innenstadt,26 m²,C,4.7,Makler,Zentralheizung,Einbauküche,19,ja,26,INS-2026-85036,138
442 warm,False,4. OG,unmöbliert,14,3,97,04.01.2026,Studenten-WG,1929,5,2.0,93055,nein,47,23.7,Ostenviertel,23.7 m2,A+,10.9,Makler,Zentralheizung,Einbauküche,44,nein,148,INS-2026-10082,87
153 warm,False,EG,unmöbliert,22,4,29,14.03.2026,gemischt,1997,10,2.0,93049,nein,89,15.3,Westenviertel,"15,3 qm",E,7.9,Privat,Zentralheizung,Einbauküche,32,nein,227,INS-2026-20294,126
422 warm,True,2. OG,möbliert,12,5,43,12.06.2026,gemischt,1983,7,1.0,93059,nein,78,18.4,Reinhausen,18 m²,A,7.2,Privat,Öl,Einbauküche,30,ja,254,INS-2026-32795,90
524 warm,True,1. OG,unmöbliert,22,4,33,08.06.2026,Studenten-WG,1993,6,1.5,93051,nein,82,21.1,Königswiesen,21.1 m2,G,3.5,Privat,Zentralheizung,Einbauküche,15,ja,128,INS-2026-71237,147
319,True,2. OG,möbliert,25,5,122,24.03.2026,Studenten-WG,1904,5,3.0,93053,ja,67,13.8,Kasernenviertel,13.8 m2,G,4.4,Privat,Zentralheizung,Einbauküche,18,nein,286,INS-2026-69083,115
kalt 660€,True,1. OG,teilmöbliert,15,5,39,31.05.2026,Studenten-WG,1987,1,1.5,93051,nein,87,29.6,Kumpfmühl,"29,6 qm",A,2.4,Privat,Zentralheizung,Einbauküche,10,nein,81,INS-2026-32131,52
525 warm,True,DG,möbliert,9,1,126,28.01.2026,gemischt,1900,6,3.0,93049,nein,8,26.5,Großprüfening,26.5 m2,E,6.1,Makler,Gasetagenheizung,Einbauküche,25,ja,141,INS-2026-43400,116
379,False,1. OG,unmöbliert,22,5,99,19.05.2026,Studenten-WG,1927,4,2.5,93051,nein,80,23.5,Königswiesen,"23,5 qm",E,5.7,Privat,Gasetagenheizung,Einbauküche,22,nein,193,INS-2026-81853,67
377 warm,False,2. OG,teilmöbliert,15,7,28,21.02.2026,Studenten-WG,1998,6,3.0,93049,ja,37,15.7,Karthaus-Prüll,16 m²,B,6.6,Makler,Öl,Einbauküche,26,ja,148,INS-2026-97688,137
315 €,True,EG,unmöbliert,23,6,124,03.05.2026,Studenten-WG,1902,1,1.0,93051,ja,3,21.8,Dechbetten,22 m²,B,1.3,Makler,Öl,Pantry,5,nein,222,INS-2026-27261,72
kalt 624€,True,2. OG,unmöbliert,11,3,5,16.02.2026,Berufstätigen-WG,2021,1,1.0,93055,nein,21,30.2,Ostenviertel,30.2 m2,D,2.3,Privat,Zentralheizung,Einbauküche,9,nein,149,INS-2026-47390,122
"584,00 EUR",True,3. OG,teilmöbliert,23,2,114,08.01.2026,gemischt,1912,3,2.0,93059,nein,86,24.8,Stadtamhof,"24,8 qm",E,6.7,Privat,Öl,Einbauküche,26,nein,55,INS-2026-76153,106
638 warm,True,DG,teilmöbliert,21,5,35,10.01.2026,gemischt,1991,8,1.0,93049,nein,59,26.1,Großprüfening,26 m²,D,3.3,Makler,Zentralheizung,Pantry,13,ja,292,INS-2026-47076,135
Kaltmiete: 238 €,False,2. OG,unmöbliert,3,6,51,21.06.2026,gemischt,1975,5,2.5,93051,ja,80,14.7,Königswiesen,14.7 m2,F,1.5,Privat,Zentralheizung,Pantry,5,ja,253,INS-2026-42460,147
323,False,DG,unmöbliert,21,2,77,15.05.2026,Frauen-WG,1949,1,1.0,93053,nein,43,17.5,Kasernenviertel,"17,5 qm",E,2.6,Privat,Fernwärme,Einbauküche,10,nein,116,INS-2026-11118,77
411 €,False,EG,unmöbliert,3,1,52,27.06.2026,gemischt,1974,5,2.0,93047,ja,21,19.1,Innenstadt,19.1 m2,E,5.2,Privat,Fernwärme,Einbauküche,21,ja,103,INS-2026-41383,139
"302,00 EUR",False,3. OG,teilmöbliert,20,7,41,21.03.2026,gemischt,1985,4,3.0,93049,nein,10,19.7,Westenviertel,20 m²,F,3.4,Makler,Zentralheizung,Pantry,13,ja,215,INS-2026-35771,83
332,False,3. OG,teilmöbliert,8,2,90,12.02.2026,Studenten-WG,1936,8,3.0,93053,nein,71,18.3,Galgenberg,18.3 m2,D,4.1,Makler,Zentralheizung,keine,16,nein,121,INS-2026-98572,163
"286,00 EUR",True,3. OG,unmöbliert,9,6,107,22.02.2026,gemischt,1919,5,1.0,93051,nein,16,20.6,Dechbetten,21 m²,B,10.1,Makler,Öl,Pantry,40,nein,57,INS-2026-85294,67
497 warm,True,1. OG,teilmöbliert,5,4,113,02.01.2026,Studenten-WG,1913,4,2.0,93051,nein,16,20.8,Kumpfmühl,"20,8 qm",D,9.0,Makler,Zentralheizung,Pantry,36,ja,222,INS-2026-77905,75
286,False,2. OG,unmöbliert,13,7,77,02.03.2026,gemischt,1949,4,1.5,93053,nein,74,15.0,Kasernenviertel,"15,0 qm",E,6.7,Privat,Zentralheizung,Pantry,27,nein,119,INS-2026-78135,139
"433,00 EUR",False,EG,unmöbliert,10,2,49,10.04.2026,Berufstätigen-WG,1977,4,2.0,93049,ja,4,26.9,Karthaus-Prüll,"26,9 qm",F,6.9,Privat,Gasetagenheizung,Pantry,28,nein,57,INS-2026-30323,153
Kaltmiete: 363 €,True,1. OG,möbliert,6,7,45,12.06.2026,Berufstätigen-WG,1981,6,2.0,93053,ja,57,16.9,Kasernenviertel,17 m²,F,6.5,Privat,Öl,Pantry,26,nein,23,INS-2026-93280,182
451,True,1. OG,möbliert,3,1,57,15.03.2026,Studenten-WG,1969,9,2.0,93059,ja,38,28.0,Reinhausen,"28,0 qm",E,10.6,Makler,Zentralheizung,Pantry,42,nein,145,INS-2026-45244,109
211,False,EG,möbliert,22,3,57,31.05.2026,gemischt,1969,4,2.0,93051,nein,28,17.1,Ziegetsdorf,17.1 m2,H,10.6,Privat,Zentralheizung,Pantry,42,ja,213,INS-2026-10327,116
287,True,2. OG,teilmöbliert,10,3,2,07.04.2026,gemischt,2024,8,2.5,93055,nein,71,17.5,Burgweinting,18 m²,E,2.9,Makler,Gasetagenheizung,Einbauküche,12,nein,96,INS-2026-95339,87
519,True,DG,möbliert,13,2,50,02.03.2026,gemischt,1976,7,1.0,93059,nein,60,16.2,Stadtamhof,"16,2 qm",G,4.2,Makler,Fernwärme,Einbauküche,17,ja,274,INS-2026-18962,72
644 warm,True,EG,teilmöbliert,4,4,23,31.05.2026,Studenten-WG,2003,7,2.0,93051,nein,24,25.9,Kumpfmühl,"25,9 qm",C,2.9,Makler,Pellet,Einbauküche,11,nein,165,INS-2026-89547,81
"339,00 EUR",False,1. OG,unmöbliert,21,5,44,01.06.2026,Männer-WG,1982,7,2.0,93055,ja,87,26.0,Ostenviertel,"26,0 qm",D,10.4,Privat,Nachtspeicher,Einbauküche,41,ja,213,INS-2026-17022,127
545 warm,True,4. OG,unmöbliert,19,2,121,01.06.2026,gemischt,1905,2,2.0,93049,ja,48,22.0,Karthaus-Prüll,"22,0 qm",D,8.1,Makler,Fernwärme,Einbauküche,32,ja,8,INS-2026-31152,128
"343,00 EUR",False,4. OG,unmöbliert,13,5,76,26.02.2026,gemischt,1950,5,1.5,93047,nein,29,15.2,Innenstadt,"15,2 qm",A+,3.7,Privat,Nachtspeicher,keine,15,ja,246,INS-2026-36627,74
"386,00 EUR",False,2. OG,unmöbliert,3,3,63,18.01.2026,gemischt,1963,9,1.5,93049,ja,16,22.5,Westenviertel,"22,5 qm",E,6.6,Privat,Zentralheizung,Pantry,27,nein,287,INS-2026-89032,132
